TBP,TR1081,National Grid YouPlan DC Pension Scheme,17
8abcc19546f45d26014710e565ea0062,AB230601A,Mrvalidationfortruncationuptothirty,Surnameone,Firstnameone Middlenameone,05/01/1985,Male,65,,Addressline1,Addressline2,Lothian,EH6 5ES,,,10000.00,,6.00,,3.00,,,26/05/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NG Commercial Holdings Ltd,TBP,Y,N,,abc@xyz.com,,W,AB230601A,N,26/05/2014,15/05/2014,Unknown,N
8abcc19546f45d26014710e566d40063,AB230602A,Ms,Surnametwovalidationfortruncationup,Firstnametwo Middlenametwo,05/01/1985,Female,65,,Addressline1,Addressline2,Lothian,EH6 5ES,,,10000.00,,8.00,,4.00,,,26/05/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Gas Plc,TBP,Y,Y,,abc@xyz.com,,W,AB230602A,N,26/05/2014,15/05/2014,Unknown,N
8abcc19546f45d26014710e567270064,AB230603A,Miss,Surnamethree,Firstnamethreevalidationfortru,05/01/1985,Male,65,,Addressline1,Addressline2,Lothian,EH6 5ES,,,10000.00,,10.00,,5.00,,,26/05/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Metering Ltd,TBP,Y,N,,abc@xyz.com,,W,AB230603A,N,26/05/2014,15/05/2014,Unknown,N
8abcc19546f45d26014710e567760065,AB230604A,Prof,Surnamefour,Firstnamefour Middlenamefourva,05/01/1985,Female,65,,Addressline1,Addressline2,Lothian,EH6 5ES,,,10000.00,,6.00,,3.00,,,26/05/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NG Property Holdings Ltd,TBP,Y,N,,abc@xyz.com,,W,AB230604A,N,26/05/2014,15/05/2014,Unknown,N
8abcc19546f45d26014710e567be0066,AB230605A,Prof,Surnamefive,Firstnamefive Middlenamefive,05/01/1985,Male,65,,Addressline1validationfortrunc,Addressline2,Lothian,EH6 5ES,,,10000.00,,8.00,,4.00,,,26/05/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid UK Ltd,TBP,Y,Y,,abc@xyz.com,,W,AB230605A,N,26/05/2014,15/05/2014,Unknown,N
8abcc19546f45d26014710e568050067,AB230606A,Lord,Surnamefsix,Firstnamesix Middlenamesix,05/01/1985,Male,65,,Addressline1,Addressline2validationfortrunc,Lothian,EH6 5ES,,,10000.00,,10.00,,5.00,,,26/05/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NG UK Pensions Services Ltd,TBP,Y,Y,,abc@xyz.com,,W,AB230606A,N,26/05/2014,15/05/2014,Unknown,N
8abcc19546f45d26014710e568570068,AB230607A,Commander-In-Chief,Surnameseven,Firstnameseven Middlenameseven,05/01/1985,Male,65,,Addressline1,Addressline2,Lothianvalidationfortruncation,EH6 5ES,,,10000.00,,6.00,,3.00,,,26/05/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xoserve Ltd,TBP,Y,N,,abc@xyz.com,,W,AB230607A,N,26/05/2014,15/05/2014,Unknown,N
8abcc19546f45d26014710e568aa0069,AB230608A,Mr,Surnameeight,Firstnameeight Middlenameeight,05/01/1985,Male,65,,Addressline1,Addressline2,Lothian,EH6 5ES,004401312705572,004401312705572,10000.00,,8.00,,4.00,,,26/05/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NG Electricity Transmission,TBP,Y,Y,,abc@xyz.com,,W,AB230608A,N,26/05/2014,15/05/2014,Unknown,N
8abcc19546f45d26014710e5696d006b,AB230610A,Miss,Surnameten,Firstnameten Middlenameten,05/01/1985,Male,65,,Addressline1,Addressline2,Lothian,EH6 5ES,,,10000.46,,6.00,,3.00,,,26/05/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NG Commercial Holdings Ltd,TBP,Y,Y,,abc@xyz.com,,W,AB230610A,N,26/05/2014,15/05/2014,Unknown,N
8abcc19546f45d26014710e569a6006c,AB230611A,Prof,Surnameeleven,Firstnameeleven Middlenameelev,05/01/1985,Female,65,,Addressline1,Addressline2,Lothian,EH6 5ES,,,10000.00,,8.00,,4.00,,,26/05/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Gas Plc,TBP,Y,Y,,abc@xyz.com,,W,AB230611A,N,26/05/2014,15/05/2014,Unknown,N
8abcc19546f45d26014710e569d4006d,AB230612A,Dr,Surnametwelve,Firstnametwelve Middlenametwel,05/01/1985,Male,65,,Addressline1,Addressline2,Lothian,EH6 5ES,,,10000.00,,10.00,,5.00,,,26/05/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid Metering Ltd,TBP,Y,N,,abc@xyz.com,,W,AB230612A,N,26/05/2014,15/05/2014,Unknown,N
8abcc19546f45d26014710e569f8006e,AB230613A,Lord,Surnamethirteen,Firstnamethirteen Middlenameth,05/01/1985,Male,65,,Addressline1,Addressline2,Lothian,EH6 5ES,,,10000.00,,6.00,,3.00,,,26/05/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NG Property Holdings Ltd,TBP,Y,Y,,abc@xyz.com,,W,AB230613A,N,26/05/2014,15/05/2014,Unknown,N
8abcc19546f45d26014710e56a1e006f,AB230614A,Commander-In-Chief,Surnamefourteen,Firstnamefourteen Middlenamefo,05/01/1985,Male,65,,Addressline1,Addressline2,Lothian,EH6 5ES,,,10000.00,,8.00,,4.00,,,26/05/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Grid UK Ltd,TBP,Y,N,,,abc@xyz.com,H,AB230614A,N,26/05/2014,15/05/2014,Unknown,N
8abcc19546f45d26014710e56a440070,AB230615A,Mr,"Surn,ame""""fifteen""""","Firstname,fifteen """"Middle""""na",05/01/1985,Male,65,,Addressline1,Addressline2,Lothian,EH6 5ES,,,10000.00,,10.00,,5.00,,,26/05/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NG UK Pensions Services Ltd,TBP,Y,N,,abc@xyz.com,,W,AB230615A,N,26/05/2014,15/05/2014,Unknown,N
8abcc19546f45d26014710e56a710071,AB230616A,Ms,Surnamesixteen,Firstnamesixteen Middlenamesix,05/01/1985,Female,65,,1/2 Addressline1,"""""Address""""line2","Loth,ian",EH6 5ES,,,10000.00,,6.00,,3.00,,,26/05/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YouPlan Medium risk lifecycle strategy-10 years,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xoserve Ltd,TBP,Y,Y,,abc@xyz.com,,W,AB230616A,N,26/05/2014,15/05/2014,Unknown,N
